fein	filing_date	stmt_of_purpose
461076068	2018-06-14	THE SPECIFIC PURPOSE OF THIS CORPORATION IS TO PROVIDE PARENTS AND THEIR SONS WITH THE OPPORTUNITY TO WORK TOGETHER BY PARTICIPATING IN VOLUNTEER SUPPORT OF ELECTED COMMUNITY CHARITIES, AND/OR ASSISTING OTHER CHARITABLE ORGANIZATIONS AND GOVERNMENTAL ENTITIES.
464534803	2018-08-14	OUR MISSION IS TO PROVIDE A SAFE PLACE FOR RETIRED, ELDERLY, AND SPECIAL NEEDS HORSES WHERE THEY ARE CARED FOR, NURTURED, TREATED WITH RESPECT, AND PROTECTED FOR THE REST OF THEIR LIVES. WE CARE FOR HORSES WITH MEDICAL, PHYSICAL, NUTRITIONAL, OR BEHAVIORAL NEEDS THAT GO BEYOND WHAT THE AVERAGE HORSE OWNER IS CAPABLE OF MANAGING AND/OR AFFORDING. THESE HORSES ARE PROVIDED WHATEVER CARE THEY NEED AT THE SANCTUARY'S EXPENSE. THE SANCTUARY IS FUNDED THROUGH PRIVATE MONETARY GIFTS, GIFTS FROM THE PUBLIC, AND FROM BOARD MEMBERS. THE SANCTUARY ALSO RAISES MONEY THROUGH PROVIDING EDUCATIONAL PROGRAMS AND USED TACK SALES. WE SERVE THE HORSE COMMUNITY IN COLORADO BY BEING OPEN TO ADMITTING ADDITIONAL HORSES AS NEEDED TO EASE THE BURDEN OF OWNERS UNABLE TO MANAGE THEIR SPECIAL NEEDS, BY PROVIDING EDUCATIONAL PROGRAMS, AND BY OFFERING RE-HOMING ASSISTANCE. WE HAVE BEEN PROVIDING THIS FUNCTION SINCE 1998 ON A SMALL SCALE AND HAVE GROWN OVER THE YEARS. NO LONGER ABLE TO SUSTAIN THE SANCTUARY THROUGH PRIVATE MEANS ALONE WE STARTED SEEKING PUBLIC SUPPORT IN JANUARY 2014.  OUR PURPOSE IS TO:   A) PREVENT CRUELTY TO ANIMALS AND PROMOTE THE HUMANE TREATMENT OF ANIMALS.   B) PROVIDE A PLACE FOR HORSE OWNERS, LAW ENFORCEMENT, HORSE RESCUES, AND OTHER HUMANE ORGANIZATIONS TO TURN TO WHERE SPECIAL NEEDS* HORSES MAY BE PLACED AND COMPASSIONATELY MAINTAINED FOR THE REST OF THEIR LIVES.    C) MAINTAIN EACH HORSE UNTIL HIS OR HER NATURAL DEATH OR UNTIL SUCH TIME AS EUTHANASIA BECOMES APPROPRIATE FOR MEDICAL OR QUALITY OF LIFE REASONS.   D) INSTILL RESPECT, COMPASSION, AND KINDNESS TOWARDS ALL ANIMALS AS COMMUNITY VALUES.   E) PREVENT CRUELTY TO EQUINES AND PROMOTE EQUINE WELFARE.   F) EDUCATE HUMANITY REGARDING HOW TO MEET THE EMOTIONAL, PHYSICAL, AND SPIRITUAL NEEDS OF INDIVIDUAL HORSES THROUGH PROPER HORSE CARE, TRAINING, AND RIDING.   G) EDUCATE EQUESTRIANS IN THE USE SCIENCE-BASED METHODS WHICH DO NOT HARM THE HORSE AND ARE LIKELY TO EXTEND SOUNDESS INTO THEIR ELDERLY YEARS.
943489223	2018-08-28	TO UNITE ALL BICYCLISTS IN STEAMBOAT SPRINGS AND ROUTT COUNTY TO CREATE A FUN, HEALTHY, AND SAFE BICYCLE FRIENDLY COMMUNITY BENEFITING LOCAL CITIZENS AND VISITORS ALIKE.
742156871	2017-11-17	THE GSA FOUNDATION EXISTS TO FUND EDUCATION, RESEARCH, PUBLICATIONS, STUDENT SUPPORT, PUBLIC OUTREACH, AND OTHER GEOSCIENTIFIC PROGRAMS OF THE GEOLOGICAL SOCIETY OF AMERICA, THAT THE SOCIETY CONSIDERS NECESSARY TO ACCOMPLISH ITS PURPOSES OF ADVANCING THE GEOSCIENCES.
562401078	2017-11-08	"OUR MISSION IS TO BRING TOGETHER THE DIVERSE STREAMS OF THE BODY OF CHRIST, WITH THEIR TALENTS AND RESOURCES, TO SERVE OUR LOCAL AND GLOBAL COMMUNITIES WITH THE LOVE OF JESUS. THROUGH STRATEGIC CITY IMPACT, PRACTICAL COMMUNITY DEVELOPMENT, AND COMPASSIONATE WORLD OUTREACH, WE ENDEAVOR TO SEE GOD GLORIFIED AND LIVES CHANGED. THE ROLE OF CONFLUENCE MINISTRIES IS TO BE A CATALYST TO FACILITATE AND SUPPORT THESE EFFORTS THROUGH NETWORKING, COLLABORATION, HANDS-ON TRAINING AND EXPERIENCE.     \CON""FLUE*ENCE\, N. [L. CONFLUENTIA] THE ACT OF FLOWING TOGETHER; THE MEETING OR JUNCTION OF TWO OR MORE STREAMS; THE PLACE OF MEETING."
721552422	2018-05-11	"OUR GOAL IS TO MAKE EVERGREEN A ""HEART SAFE COMMUNITY"" BY PROVIDING EASY TO USE, CONVENIENTLY LOCATED, READILY ACCESSIBLE DEVICES THAT CAN BE USED TO CONVERT VENTRICULAR FIBRILLATION TO NORMAL PERFUSING HEART RHYTHM. EPAD IS ORGANIZED EXCLUSIVELY FOR THE CHARITABLE PURPOSE OF SOLICITING CONTRIBUTIONS, PROVIDING CPR TRAINING, AND HOSTING FUND RAISING EVENT(S) TO PROVIDE FUNDS FOR THE PURCHASE OF AUTOMATIC EXTERNAL DEFIBRILLATORS (AEDS) TO BE PLACED THROUGHOUT THE EVERGREEN (COLORADO) COMMUNITY IN PUBLICLY ACCESSIBLE LOCATIONS."
272622785	2018-06-29	NORTH DENVER CARES IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, EDUCATIONAL AND RELIGIOUS(FAITH-BASED) PURPOSES, INCLUDING, FOR SUCH PURPOSES, MAKING OF DISTRIBUTIONS TO ORGANIZATIONS THAT QUALIFY AS EXEMPT ORGANIZATIONS UNDER 501(C)(3) OF THE INTERNAL REVENUE CODE, OR THE CORRRESPONDING SECTION OF ANY FUTURE FEDERAL TAX CODE.  MORE SPECIFICALLY, BUT NOT BY WAY OF LIMITATION, THE CHARITABLE, EDUCATIONAL AND RELIGIOUS(FAITH-BASED) PURPOSES OF THE CORPORATION SHALL FOCUS PRINCIPALLY ON THE IMPOVERISHED, UNDERPRIVILEGED, NEEDY, AND OPPRESSED MEN, WOMEN, AND CHILDREN OF THE NORTH METROPOLITAN AREA OF DENVER COLORADO AND THE ADJACENT COMMUNITIES THERETO, AND SHALL INCLUDE PROVIDING CHARITABLE AND HUMANITARIAN SUPPORT AND SERVICES IN THE FORM OF FOOD, CLOTHING, HOUSING, MATERIALS AND VOLUNTEER ASSISTANCE IN THE AREAS SUCH AS HEALTH AND HYGIENE TRAINING, BASIC EDUCATIONAL SERVICES, EMPLOYMENT DEVELOPEMENT AND TRAINING, TRANSPORTATION EQUIPTMENT AND ASSISTANCE, AND COMMUNICATION SERVICES, INCLUDING BUT NOT LIMITED TO (A) HEALTH AND MEDICAL SERVICES: (B) EDUCATIONAL TRAINING, SCHOLARSHIPS AND OTHER FORMS OF SUPPORT FOR ELEMENTARY, SECONDARY AND UNIVERSITY STUDENTS: (C) HUMAN DEVELOPEMENT AND MANAGEMENT SERVICES FOR LOCAL CHRISTIAN MINISTRIES AND CIVIC ORGANIZATIONS TO PROMOTE PERSONAL AND SPIRITUAL HEALING IN FAMILIES AND PERSONAL RELATIONSHIPS: AND (E) TO FUTHER DEVELOP AND MAINTAIN SUCH OTHER CHRISTIAN FAITH-BASED MINISTRY EFFORTS AS MAY BE DETERMINED BY THE BOARD OF DIRECTORS OF THE CORPORATION FROM TIME TO TIME.
841256522	2018-08-20	THE CATL FUND WAS FORMED FOR CHARITABLE, EDUCATIONAL AND SCIENTIFIC PURPOSES INCLUDING BUT NOT LIMITED TO:  DEFENDING HUMAN AND CIVIL RIGHTS GUARANTEED UNDER LAW BY CONSERVING NATURAL RESOURCES AND PROTECTING PROPERTY RIGHTS.
841004774	2018-04-19	AN EMERGENCY FOOD SOURCE FOR RESIDENTS OF MOFFAT COUNTY.
680230597	2018-06-25	EL PORVENIR IS DEDICATED TO BRINGING CLEAN WATER TO THOSE IN NEED IN RURAL REGIONS OF NICARAGUA.  WE SUPPORT LATRINE BUILDING, CLEAN DRINKING WATER PROJECTS, REFORESTATION, AND HYGIENE AND HEALTH EDUCATION. DURING 2013, EL PORVENIR HELPED 15,715 VILLAGERS, BUILT 618 LATRINES, 23 COMMUNITY WASH STATIONS, 104 FUEL-EFFICIENT STOVES, 18 WATER PROJECTS, AND PLANTED 83,311 TREES. 208 NORTH AMERICANS TRAVELED TO EL PORVENIR TO WORK ALONGSIDE NICARAGUANS ON SOME OF THESE PROJECTS.
841194810	2018-07-17	TO BUILD A PARTNERSHIP BETWEEN THE LIBRARY AND THE LARGER COMMUNITY WHICH WILL RESULT IN AN EVER-IMPROVING QUALITY OF LIBRARY SERVICE FOR THE PEOPLE OF GUNNISON COUNTY.  THE ORGANIZATION SERVES ALL RESIDENTS OF GUNNISON COUNTY AND VISITORS TO THE COUNTY.  IN 2010 128,000 PATRONS UTILIZED OUR TWO LIBRARIES IN GUNNISON AND CRESTED BUTTE.
841259452	2017-08-07	TO NEUTER, REHABILITATE AND PLACE HOMELESS WESTIES WITH RESPONSIBLE, CARING NEW OWNERS.  TO SERVE AS A RESOURCE TO MEMBERS OF THE PUBLIC FOR HELP WITH BREEDING INFORMATION AND RESPONSIBLE PET OWNERSHIP.  TO PROVIDE AN ALTERNATE SOURCE FOR PEOPLE WHO WANT A PET WESTIE WITHOUT SENDING THEM TO THE COMMERICAL MARKET BY DEFAULT.    WE ISSUE A NEWSLETTER ON AN ANNUAL BASIS.    DOGS RESCUED AND PLACED IN AN AVERAGE YEAR ARE APPROXIMATELY 25.
841035262	2017-10-25	SUPPORTED DENVER MUSEUM OF NATURE & SCIENCE PROGRAMS AND SERVICES WITH FUNDING OF $3.19 MILLION.  MANAGED ENDOWMENT FUNDS EXCEEDING TARGET RATES OF RETURN FOR THE YEAR.  DMNS FOUNDATION ONLY SERVES ONE CLIENT, THE DENVER MUSEUM OF NATURE & SCIENCE.
841278478	2018-01-31	ORGANIZE YOUTH SPORTS LACROSSE PROGRAMS FOR BOYS AND GIRLS IN GRADES 1-12.  SERVES APPROXIMATELY 500 BOYS AND 200 GIRLS PER SPRING SEASON.
840641985	2018-01-11	ECSDD,INC.  IS A COMMUNITY CENTERED BOARD SERVING DEVELOPMENTALLY DISABLED PERSONS IN TEN RURAL COUNTIES.  PROGRAMS INCLUDE INFANT/TODDLER, ADULT SUPPORTED EMPLOYMENT, COMMUNITY ACCESS, VOCATIONAL TRAINING, SHELTERED EMPLOYMENT, PERSONAL AND SOCIAL SKILLS TRAINING, RESIDENTIAL SERVICES. IT IS THE MISSION OF ECSDD TO ASSIST IN ENHANCING THE LIVES OF PERSONS WITH VARYING ABILITIES IN RELATIONSHIP TO THEIR FAMILIES, EDUCATION, FRIENDS, AND OPPORTUNITIES WITHIN THEIR COMMUNITIES.  ECSDD SERVES APPROXIMATELY 500 PERSONS PER YEAR IN THE ABOVE PROGRAMS.
205619161	2018-05-09	THE TELLURIDE LINDY SOCIETY & SWING CAMP TELLURIDE'S (TLS) MISSION IS TO INTRODUCE PEOPLE OF ALL AGES TO THE JOY OF LINDY HOP AND EAST COAST SWING DANCING THROUGH QUALITY INSTRUCTION IN SAN MIGUEL COUNTY. TLS SERVES OUR COUNTY, THE FOUR CORNERS REGION, AS WELL AS VISITORS FROM OTHER AREAS. OUR CHARITABLE SOLICITATIONS ARE PRIMARILY TO FUND A SCHOLARSHIP PROGRAM FOR STUDENTS AND SECONDARILY TO HELP BRING DANCE INSTRUCTORS TO THE REGION.
464577178	2018-07-13	THE MISSION OF FAMILY POLICY FOUNDATION IS TO INSPIRE AND EDUCATE BIBLICAL CITIZENS, EQUIP STATESMEN AND SERVE A NATIONAL ASSOCIATION, ALL COMMITTED TO A NATION WHERE GOD IS HONORED, RELIGIOUS FREEDOM FLOURISHES, FAMILIES THRIVE AND LIFE IS CHERISHED.
840811908	2017-11-15	THE COLORADO SPRINGS SPORTS CORPORATION WAS FORMED IN 1978 AS THE COLORADO AMATEUR SPORTS CORPORATION TO HELP STAGE THE FIRST NATIONAL SPORTS FESTIVAL WHICH LATER BECAME THE U.S. OLYMPIC FESTIVAL.  WITH THE UNITED STATES OLYMPIC COMMITTEE AND THE OLYMPIC TRAINING CENTER LOCATED HERE, THE SEARCH WAS ON FOR OTHER SPORTS ORGANIZATIONS TO MOVE THEIR HEADQUARTERS TO COLORADO SPRINGS.  TODAY, 45 NATIONAL AND INTERNATIONAL SPORTS ORGANIZATIONS CALL COLORADO SPRINGS HOME.  THE SPORTS INDUSTRY IN COLORADO SPRINGS REPRESENTS ALMOST 1,500 JOBS AND ANNUALLY CONTRIBUTES MORE THAN $150 MILLION TO OUR LOCAL ECONOMY.  RESTRUCTURED IN 1993, THE NEW COLORADO SPRINGS SPORTS CORPORATION SET OUT TO ESTABLISH A STRONG REGIONAL SPORTS PRESENCE THROUGH ECONOMIC DEVELOPMENT, EVENT PROMOTION AND COMPLETE DEDICATION TO OUR YOUTH SPORT AND COMMUNITY DEVELOPMENT ACTIVITIES. THE MISSION OF THE COLORADO SPRINGS SPORTS CORPORATION IS (1) TO ATTRACT, SUPPORT AND RETAIN SPORTS ORGANIZATIONS AND BUSINESSES, (2) TO CREATE AND ATTRACT SPORTING EVENTS THAT WILL HAVE A POSITIVE ECONOMIC IMPACT AND CONTRIBUTE TO THE QUALITY OF LIFE FOR THE CITIZENS OF COLORADO AND (3) TO SUPPORT YOUTH SPORTS THROUGH THE RECOGNITION OF ATHLETES AND COACHES, AND TO PROVIDE FINANCIAL ASSISTANCE TO ENABLE DISADVANTAGED YOUNGSTERS TO PARTICIPATE IN LOCAL SPORTS PROGRAMS.    MAJOR ACCOMPLISHMENTS: RE-LAUNCH OF THE ROCKY MOUNTAIN STATE GAMES IN 2002, CREATION OF THE COLORADO SPRINGS SPORTS HALL OF FAME IN 2000, WON BID FOR 2004 & 2008 NCAA MENS HOCKEY WESTERN REGIONAL TOURNAMENT, OPERATED 2002 SALT LAKE OLYMPIC TORCH RELAY IN COLORADO SPRINGS, HELD THE 2005, 2007 AND 2009 STATE GAMES OF AMERICA, JOINED LOC FOR THE USA PRO CHALLENGE IN 2012 AND 2014, PARTNERED WITH THE USOC TO PUT ON AN ANNUAL OLYMPIC DOWNTOWN CELEBRATION STARTING IN 2012, CONTINUED A 40 YEAR TRADIION BY KEEPING THE LABOR DAY LIFT OFF IN COLORADO SPRINGS AND PARTNERED TO BRING THE PIKES PEAK AIRSTRIP ATTACK EVENT SINCE 2014.
364679302	2017-11-21	TO BUILD ON THE ENTHUSIASTIC BIKE CULTURE AND TRANSIT INFRASTRUCTURE THAT EXISTS IN OUR VALLEY TODAY AND HELP TRANSFORM THE ROARING FORK VALLEY'S TRANSPORTATION LANDSCAPE INTO ONE THAT PRIORITIZES BICYCLES AND PEDESTRIANS.
831872224	2019-01-29	THE ORGANIZATION WILL COLLECT TAX EXEMPT DONATIONS DURING SPECIAL HOME EVENTS AND DONATE A PORTION TO OTHER NON-PROFIT ORGANIZATIONS.
840472982	2018-05-09	ARAPAHOE/DOUGLAS MENTAL HEALTH NETWORK (ADMHN) IS A PRIVATE, NOT-FOR-PROFIT 501(C)(3) ORGANIZATION THAT PROVIDES THE BROADEST RANGE OF MENTAL HEALTH SERVICES POSSIBLE TO ITS COMMUNITY AND EACH CITIZEN WITHIN THE COMMUNITY, REGARDLESS OF RACE, COLOR, RELIGION, GENDER, GENDER EXPRESSION, SEXUAL ORIENTATION, NATIONAL ORIGIN, AGE, MILITARY STATUS, MARITAL STATUS OR HANDICAP. INCORPORATED IN 1955 AS ARAPAHOE MENTAL HEALTH CENTER, A PART-TIME CHILD GUIDANCE CENTER IN LITTLETON, ADMHN GREW TO FULL TIME IN 1959 AND WAS DESIGNATED A COMPREHENSIVE COMMUNITY HEALTH CENTER IN 1967.  ARAPAHOE MENTAL HEALTH CENTER ADOPTED THE D/B/A NAME OF ARAPAHOE/DOUGLAS MENTAL HEALTH NETWORK IN 2000, TO REFLECT THE SCOPE OF ITS BUSINESS AND SERVICE AREA.  CURRENTLY ADMHN EMPLOYS APPROXIMATELY 420 FULL- AND PART-TIME STAFF, STUDENTS AND VOLUNTEERS, WITH AN OPERATING BUDGET FOR FISCAL YEAR 2014-2015 OF APPROXIMATELY $36 MILLION.  SINCE ITS FOUNDING, ADMHN HAS TOUCHED THE LIVES OF THOUSANDS IN OUR COMMUNITY, PROVIDING LOW COST, QUALITY MENTAL HEALTH SERVICES TO AREA RESIDENTS.   IN FY 2013-2014, ADMHN SERVED 12,774 CLIENTS -- A 19% INCREASE OVER THE PREVIOUS FISCAL YEAR. ADMHN PUBLISHES AN ANNUAL REPORT.   THE NETWORK'S MISSION IS TO STRENGTHEN INDIVIDUAL, FAMILY AND COMMUNITY WELLNESS BY PROVIDING EXCEPTIONAL, COMPASSIONATE, INCLUSIVE, RESPONSIVE AND INTEGRATED BEHAVIORAL HEALTH CARE. OUR COMPREHENSIVE BUSINESS PLAN DETAILS ANNUAL AND LONG-TERM ORGANIZATIONAL GOALS, INCLUDING DEVELOPING AND IMPLEMENTING MENTAL HEALTH WITH PRIMARY CARE INTEGRATION IN OUR COMMUNITY; EXPANDING OUR OLDER ADULT PROGRAM; IMPLEMENTING EVIDENCE BASED PRACTICES; INCREASING COMMUNITY OUTREACH, AND OTHERS. THE YEAR 2015 MARKS ARAPAHOE/DOUGLAS MENTAL HEALTH NETWORK'S 60TH ANNIVERSARY.
841597233	2018-05-30	FAMILY TIME TRAINS AND WQUIPS PARENTS AND GRANDPARENTS TO TEACH THEIR CHILDREN CHRISTIAN PRINIPLES AND VALUES IN THE HOME THROUGH FUN, HANDS-ON BIBLE ACTIVITIES. STAFF PROVIDED 98 TRAININGS IN 2017 TO 6,480 FAMILY MEMBERS. FAMILY TIME PROVIDE ONGOING SUPPORT THROUGH MONTHLY FREE ACTIVITY EMAIL NEWSLETTERS TO APPROXIMATELY 9,000 FAMILIES.
841362696	2018-06-12	PROJECT LINUS WAS FORMED TO PROVIDE LOVE, A SENSE OF SECURITY, WARMTH AND COMFORT TO CHILDREN WHO ARE SERIOUSLY ILL, TRAUMATIZED, OR OTHERWISE IN NEED THROUGH GIFTS OF NEW, HANDMADE BLANKETS AND AFGHANS, LOVINGLY CREATED BY VOLUNTEER BLANKET MAKERS.   PROJECT LINUS WILL USE CONTRIBUTIONS TO SUSTAIN AND SUPPORT THE MORE THAN 300 CHAPTERS THOUGH AN ONGOING TRAINING, COMMUNICATION AND APPRECIATION EFFORTS. PROJECT LINUS, THROUGH ITS 25,000 VOLUNTEERS NATIONWIDE, HAVE CREATED OVER 1,000,000 BLANKETS AND HAVE DONATED THEM TO CHILDREN WORLDWIDE.
813967795	2017-08-18	COPS DIRECT IS A NOT FOR PROFIT ORGANIZATION SUPPLYING LAW ENFORCEMENT AGENCIES WITHIN THE UNITED STATE WITH ANY CRITICALLY NEEDED ITEMS OR TRAINING THAT THEY CANNOT ACQUIRE THROUGH NORMAL PROCUREMENT PRACTICES.
824159807	2018-01-31	TO PROVIDE A SUPPORTIVE ENVIRONMENT FOR ALL UNDER PRIVILEGED INDIVIDUALS THROUGH A STRUCTURED ATHLETIC PROGRAM THAT TEACHES LIFE SKILLS, DETERMINATION, RESPECT, RESPONSIBILITY WHILE PROMOTING EXEMPLARY CITIZENSHIP.
460923897	2018-07-13	EAR COMMUNITY, INC. IS A 501(C)(3) CHARITABLE ORGANIZATION THAT HELPS CHILDREN AND ADULTS WHO WERE BORN WITH MICROTIA (MISSING EARS) AND ATRESIA (HEARING LOSS DUE TO UNDERDEVELOPED EAR CANALS), INCLUDING FACIAL CHALLENGES.  SINCE 2011, EAR COMMUNITY HAS HOSTED NEARLY 40 EVENTS ALL OVER THE WORLD, HAS DONATED OVER 70 HEARING DEVICES TO THE NEEDY WHO HAVE MICROTIA AND ATRESIA, AND HAS AWARDED NEARLY 10 COLLEGE SCHOLARSHIPS.  EAR COMMUNITY'S WEBSITE (WWW.EARCOMMUNITY.ORG) HAS APPROXIMATELY 30,000 VISITORS TO OUR WEBSITE PER MONTH, IS TRANSLATABLE IN OVER 47 DIFFERENT FOREIGN LANGUAGES, AND IS THE LEADING HELPFUL RESOURCE IN THE WORLD FOR BOTH FAMILIES OF CHILDREN WITH MICROTIA AND ATRESIA AND FOR MEDICAL PROFESSIONALS AS WELL.  EAR COMMUNITY OBTAINED NATIONAL MICROTIA AWARENESS DAY THAT TAKES PLACE EVERY YEAR ON NOVEMBER 9TH.  EAR COMMUNITY HAS HELPED THOUSANDS OF FAMILIES AND THOUSANDS OF MEDICAL PROFESSIONALS LEARN MORE ABOUT MICROTIA AND ATRESIA AND THE OPTIONS FOR THESE CONGENITAL BIRTH DEFECTS SO THESE INDIVIDUALS WHO HAVE MICROTIA AND ATRESIA CAN LIVE THE BEST QUALITY OF LIFE.  EAR COMMUNITY HAS WRITTEN AND PUBLISHED VARIOUS ARTICLES IN AUDIOLOGYONLINE, ABOUTFACE, AND THE HANDS&VOICES ORGANIZATION, AS WELL AS ARTICLES ABOUT THE ORGANIZATION IN THE BROOMFIELD ENTERPRISE, DAILY CAMERA, AND LONGMONT TIMES CALL.  EDUCATIONAL ARTICLES HAVE BEEN PUBLISHED BY COCHLEAR AMERICAS AND OTICON MEDICAL (TWO OF THE LEADING HEARING DEVICE COMPANIES IN THE WORLD).  EAR COMMUNITY HAS ALSO CREATED AND PRESENTED ONLINE WEBINARS THROUGH AUDIOLOGYONLINE THAT MEDICAL PROFESSIONALS CAN OBTAIN CEU CREDIT FOR.  EAR COMMUNITY HAS ALSO PRESENTED AT THE EAA (EDUCATIONAL AUDIOLOGY ASSOCIATION) AT ANNUAL CONFERENCES.  EAR COMMUNITY IS THE LEADING GLOBAL HELPFUL RESOURCE FOR CHILDREN AND ADULTS WHO HAVE MICROTIA AND ATRESIA.
841449305	2018-07-18	SOUTHERN COLORADO COMMUNITY FOUNDATION ENHANCES THE QUALITY OF LIFE AND PROMOTES PHILANTHROPY THROUGH LEADERSHIP, RESOURCES, AND TRADITION.  SCCF IS ORGANIZED EXCLUSIVELY FOR CHARITABLE, LITERARY, RELIGIOUS, EDUCATIONAL, AND SCIENTIFIC PURPOSES.    IN COLLABORATION WITH THE DAVID AND LUCILE PACKARD FOUNDATION, THE PUEBLO CITY-COUNTY LIBRARY DISTRICT, AND THE CENTER FOR NONPROFIT EXCELLENCE IN COLORADO SPRINGS, SCCF SPONSORS WORKSHOPS TO BUILD CAPACITY IN AREA NONPROFITS.  PARTICIPANTS ARE STAFF AND BOARD MEMBERS OF AREA NONPROFITS.  WORKSHOPS ARE PRESENTED AT LEAST QUARTERLY AND AVERAGE ATTENDANCE IS 45 - 50 PARTICIPANTS.    SCCF COLLABORATES WITH OTHER FUNDERS IN THE AREA IN THE CAPACITY BUILDERS, FORMED TO OFFER TECHNICAL ASSISTANCE TO AREA NONPROFITS.  THE CAPACITY BUILDERS SPONSOR NONPROFIT EVENTS IN AREA, SUCH AS THE ANNUAL NONPROFIT DAY LUNCHEON WHICH RECOGNIZES THE ACCOMPLISHMENTS OF AREA NONPROFITS.  THE CAPACITY BUILDERS ALSO COMMISSIONED THE ECONOMICS DEPARTMENT OF CSU-PUEBLO TO DO A  COMPREHENSIVE STUDY OF THE ECONOMIC IMPACT OF THE NONPROFIT COMMUNITY ON THE ECONOMY OF PUEBLO.  IN 2004 THE CAPACITY BUILDERS SPONSORED A FUNDERS' FAIR TO BRING MANY OF THE MAJOR FUNDERS TO PUEBLO TO MEET REPRESENTATIVES OF LOCAL NONPROFITS.
840617567	2017-11-21	FOR OVER 45 YEARS, PEAK VISTA COMMUNITY HEALTH CENTERS (PEAK VISTA) HAS PROVIDED ACCESSIBLE, QUALITY HEALTHCARE TO THE UNINSURED AND UNDERSERVED RESIDENTS OF EL PASO AND TELLER COUNTIES. IN 2014, WE FURTHER EXPANDED OUR SERVICES TO ALSO INCLUDE THE EASTERN CENTRAL PLAINS REGIONS OF COLORADO, SERVING NEARLY 84,000 INDIVIDUALS DURING MORE THAN 390,000 VISITS.  PEAK VISTA PROVIDES PRIMARY MEDICAL AND DENTAL CARE AT 26 SITES AND FURTHER EXTENDS THE CONTINUUM OF CARE BY OFFERING INTEGRATED BEHAVIORAL HEALTH, PHARMACY, LAB, HEALTH EDUCATION AND CASE MANAGEMENT SERVICES TO ALL OUR MEMBERS.  PEAK VISTA IS AAAHC CERTIFIED AND IS THE #1 HEALTH CENTER IN THE STATE OF COLORADO WITH REGARD TO OUR ABILITY OF LEVERAGING FEDERAL GRANT DOLLARS INTO PATIENT SERVICES, LEVERAGING EVERY $1 GRANTED BY THE FEDERAL GOVERNMENT INTO APPROXIMATELY $9 WORTH OF CARE.
841347422	2018-02-01	ROLLING HILLS PTO ENRICHES STUDENT EDUCATION BY PROVIDING TEACHER ASSISTANTS, BOOKS, EDUCATIONAL ASSEMBLIES, AND VARIOUS OTHER EDUCATIONAL NEEDS FOR APROX. 700 STUDENTS.
840671876	2018-04-19	WE ARE A SENIOR CITIZENS CENTER AND LOW INCOME SENIOR HOUSING.  SENIOR CITIZENS CONGREGATE AT THE SENIOR CENTER TO SOCIALIZE, AND TO EAT AT THE SENIOR MEAL SITE. THE HOUSING IS FOR LOW INCOME SENIOR CITIZENS. WE HAVE 32 APARTMENTS. WE  ALSO PROVIDE TRANSPORTATION. BETWEEN TRANSPORTATION, HOUSING AND THE SENIOR CENTER WE SERVE APPROXIMATELY 850 SENIOR.
841133782	2018-04-25	PROTECT THE BIOLOGICAL, HISTORICAL, AND AESTHETIC INTEGRITY OF THE INDEPENDENCE PASS CORRIDOR AND TO ENCOURAGE STEWARDSHIP, SAFETY AND APPRECIATION OF THE PASS.
742541265	2018-07-26	THE FORT COLLINS MUSEUM OF DISCOVERY IS A NON-PROFIT MUSEUM SERVING THE NORTHERN COLORADO REGION AND BEYOND.  THE MUSEUM'S MISSION IS TO CREATE MEANINGFUL OPPORTUNITIES FOR PEOPLE OF ALL AGES TO LEARN, REFLECT AND HAVE FUN THROUGH HANDS-ON AND COLLECTIONS-BASED EXPLORATIONS IN SCIENCE, HISTORY AND CULTURE. THE MUSEUM SERVES 125,000 VISITORS ANNUALLY THROUGH INTERACTIVE EXHIBITS, EDUCATIONAL CLASSES, AND AND SPECIAL EVENTS.
460483435	2018-08-08	THE RISE SCHOOL OF DENVER WAS INCORPORATED IN 2002 AS A COLORADO NONPROFIT CORPORATION. IN 2003, IT WAS RECOGNIZED BY THE IRS AS A 501(C)(3) EXEMPT ORGANIZATION. ITS MISSION IS TO PROVIDE THE HIGHEST QUALITY EARLY CHILDHOOD EDUCATION FOR ALL CHILDREN, INCLUDING CHILDREN WITH DEVELOPMENTAL DISABILITIES. WE TYPICALLY SERVE 50 CHILDREN IN 4 CLASSROOMS EACH YEAR. OUR UNIQUE PROGRAM SERVES TYPICALLY-DEVELOPING CHILDREN AND CHILDREN WITH DEVELOPMENTAL DELAYS. WE HAVE AN OCCUPATIONAL THERAPIST, PHYSICAL THERAPIST, SPEECH THERAPIST, AND MUSIC THERAPIST ON STAFF, WHO EMBED THERAPY REGULARLY INTO THE CURRICULUM. ADDITIONALLY, BECAUSE WE MAINTAIN A 3:1 STUDENT/TEACHER RATIO, AND BECAUSE ALL OF OUR LEAD TEACHERS HAVE EARNED A MASTERS  DEGREE, THEY ARE ABLE TO MEET EACH CHILD AT HIS/HER DEVELOPMENTAL LEVEL, THEREBY INDIVIDUALIZING THEIR EDUCATION, YET MAINTAINING AN INCLUSIVE ENVIRONMENT, WHERE ALL THE CHILDREN LEARN SIDE-BY-SIDE AND HAVE THE OPPORTUNITY TO SUCCEED. THIS YEAR, WE  GRADUATED 9 STUDENTS, WHO ENTERED KINDERGARTEN AT DISTRICTS ACROSS THE METRO AREA.
